From	Entry	Entry Name
ENSP00000335397	Q86UN3	R4RL2_HUMAN
ENSP00000297267	Q4ZHG4	FNDC1_HUMAN
ENSP00000372959	A6NM36	LRC30_HUMAN
ENSP00000477846	Q8NCF0	CL18C_HUMAN
ENSP00000344242	Q8N6Y2	LRC17_HUMAN
ENSP00000319179	Q8NAX2	KDF1_HUMAN
ENSP00000280258	O95084	PRS23_HUMAN
ENSP00000483038	A0A087X018	A0A087X018_HUMAN
ENSP00000494373	Q13126	MTAP_HUMAN
ENSP00000419879	O95674	CDS2_HUMAN
ENSP00000363899	Q9UFN0	NPS3A_HUMAN
ENSP00000226444	P49888	ST1E1_HUMAN
ENSP00000358451	Q9NXN4	GDAP2_HUMAN
ENSP00000370522	Q5FYA8	ARSH_HUMAN
ENSP00000260599	P50053	KHK_HUMAN
ENSP00000417214	Q460N3	PAR15_HUMAN
ENSP00000369989	Q9BW62	KATL1_HUMAN
ENSP00000347721	Q6ZMD2	SPNS3_HUMAN
ENSP00000414068	J3KR12	J3KR12_HUMAN
ENSP00000368109	Q4AC99	1A1L2_HUMAN
ENSP00000243611	P20851	C4BPB_HUMAN
ENSP00000383840	Q9Y4U1	MMAC_HUMAN
ENSP00000256785	Q9BXR6	FHR5_HUMAN
ENSP00000360281	P07358	CO8B_HUMAN
ENSP00000497351	Q9H2C0	GAN_HUMAN
ENSP00000451172	P29622	KAIN_HUMAN
ENSP00000456026	H3BR10	SMLR1_HUMAN
ENSP00000447731	Q8NCL8	TM116_HUMAN
ENSP00000263549	Q9H0J9	PAR12_HUMAN
ENSP00000417580	Q2TAA2	IAH1_HUMAN
ENSP00000476672	Q2QD12	RPEL1_HUMAN
ENSP00000423674	P46926	GNPI1_HUMAN
ENSP00000255681	Q9BQ69	MACD1_HUMAN
ENSP00000370519	P54793	ARSF_HUMAN
ENSP00000379108	Q9H903	MTD2L_HUMAN
ENSP00000455561	H3BQ15	H3BQ15_HUMAN
ENSP00000489687	Q14409	GLPK3_HUMAN
ENSP00000303077	Q8NHS2	AATC2_HUMAN
ENSP00000329374	P05543	THBG_HUMAN
ENSP00000264717	A0A0C4DFN2	A0A0C4DFN2_HUMAN
ENSP00000217961	A0A590UJL0	A0A590UJL0_HUMAN
ENSP00000368207	Q9BXU8	FHL17_HUMAN
ENSP00000441269	A0A0A6YYJ9	A0A0A6YYJ9_HUMAN
ENSP00000369814	P17516	AK1C4_HUMAN
ENSP00000226355	P43652	AFAM_HUMAN
ENSP00000316605	Q9NQW8	CNGB3_HUMAN
ENSP00000263512	P09131	P3_HUMAN
ENSP00000326603	A6NHR9	SMHD1_HUMAN
ENSP00000476091	U3KQP1	U3KQP1_HUMAN
ENSP00000217246	A1Z1Q3	MACD2_HUMAN
ENSP00000445929	Q8TDB8	GTR14_HUMAN
ENSP00000356385	P36980	FHR2_HUMAN
ENSP00000216468	Q6PL24	TMED8_HUMAN
ENSP00000371517	Q9UHK6	AMACR_HUMAN
ENSP00000354458	P07357	CO8A_HUMAN
ENSP00000369274	P46019	KPB2_HUMAN
ENSP00000378965	Q13884	SNTB1_HUMAN
ENSP00000275766	Q96H79	ZCCHL_HUMAN
ENSP00000364938	A0PJX8	TMM82_HUMAN
ENSP00000383698	Q6PXP3	GTR7_HUMAN
ENSP00000313691	Q8N4E7	FTMT_HUMAN
ENSP00000321498	Q8NCC5	SPX3_HUMAN
ENSP00000396527	H7C0S8	H7C0S8_HUMAN
ENSP00000273905	Q3KNW5	SOAT_HUMAN
ENSP00000400325	H7C1H1	H7C1H1_HUMAN
ENSP00000387185	Q32M88	PGGHG_HUMAN
ENSP00000484175	Q9H3U5	MFSD1_HUMAN
ENSP00000417914	Q8WXH4	ASB11_HUMAN
ENSP00000490744	A0A1B0GW23	A0A1B0GW23_HUMAN
ENSP00000488958	A0A0U1RQE8	GLYLB_HUMAN
ENSP00000218008	Q9UN42	AT1B4_HUMAN
ENSP00000333490	A6NGE7	URAD_HUMAN
ENSP00000039989	Q96AE7	TTC17_HUMAN
ENSP00000439427	P52736	ZN133_HUMAN
ENSP00000439427	A0A0A0MTH2	A0A0A0MTH2_HUMAN
ENSP00000347719	Q9BTW9	TBCD_HUMAN
ENSP00000311679	Q8TF39	ZN483_HUMAN
ENSP00000485276	Q96GP6	SREC2_HUMAN
ENSP00000360240	Q5SZD4	GLYL3_HUMAN
ENSP00000384160	Q96EV2	RBM33_HUMAN
ENSP00000380353	Q5VUG0	SMBT2_HUMAN
ENSP00000482515	Q9NUQ6	SPS2L_HUMAN
ENSP00000345809	O14709	ZN197_HUMAN
ENSP00000362435	Q8NCS4	TM35B_HUMAN
ENSP00000417654	Q9BS91	S35A5_HUMAN
ENSP00000334854	Q401N2	ZACN_HUMAN
ENSP00000415774	B4DXR9	ZN732_HUMAN
ENSP00000289388	Q7Z7H3	CATIP_HUMAN
ENSP00000265437	Q9NRC1	ST7_HUMAN
ENSP00000385357	Q569K6	CC157_HUMAN
ENSP00000360530	Q6X4W1	NSMF_HUMAN
ENSP00000376902	Q8N9N5	BANP_HUMAN
ENSP00000359575	P61968	LMO4_HUMAN
ENSP00000265872	Q8IX12	CCAR1_HUMAN
ENSP00000352172	Q8N0Z9	VSI10_HUMAN
ENSP00000427329	Q6PJQ5	FOXR2_HUMAN
ENSP00000493393	O60431	OR1I1_HUMAN
ENSP00000398083	Q9BU79	TM243_HUMAN
ENSP00000457044	Q6P2D0	ZFP1_HUMAN
ENSP00000498190	Q9UBX0	HESX1_HUMAN
ENSP00000297857	Q9UKY1	ZHX1_HUMAN
ENSP00000334866	Q3LI76	KR151_HUMAN
ENSP00000453704	Q8IUE1	TF2LX_HUMAN
ENSP00000269197	Q9C0F0	ASXL3_HUMAN
ENSP00000263726	Q969G2	LHX4_HUMAN
ENSP00000270649	Q8N883	ZN614_HUMAN
ENSP00000382097	A8MYV0	DCD2C_HUMAN
ENSP00000262376	Q9NPG3	UBN1_HUMAN
ENSP00000363520	Q6P499	NPAL3_HUMAN
ENSP00000350552	Q33E94	RFX4_HUMAN
ENSP00000370022	E9PEI2	E9PEI2_HUMAN
ENSP00000364639	J3KPD3	J3KPD3_HUMAN
ENSP00000395259	Q6R2W3	SCND3_HUMAN
ENSP00000316114	Q96ES7	SGF29_HUMAN
ENSP00000358703	Q5TAB7	RIPP2_HUMAN
ENSP00000357556	O95231	VENTX_HUMAN
ENSP00000378235	Q9UHJ3	SMBT1_HUMAN
ENSP00000217999	Q8NHV9	RHXF1_HUMAN
ENSP00000350049	Q8IX15	HOMEZ_HUMAN
ENSP00000421799	D6RAR5	D6RAR5_HUMAN
ENSP00000386870	A2VCK2	DCD2B_HUMAN
ENSP00000455426	Q2M1K9	ZN423_HUMAN
ENSP00000360552	Q9NRE2	TSH2_HUMAN
ENSP00000291900	Q7Z7L7	ZER1_HUMAN
ENSP00000358909	Q96NB2	SFXN2_HUMAN
ENSP00000273320	Q9P0L1	ZKSC7_HUMAN
ENSP00000480556	Q3SXZ3	ZN718_HUMAN
ENSP00000471277	Q96NG5	ZN558_HUMAN
ENSP00000252530	Q17RN3	FA98C_HUMAN
ENSP00000433361	Q9NQ34	TMM9B_HUMAN
ENSP00000367841	P51808	DYLT3_HUMAN
ENSP00000357914	Q8TAK5	GABP2_HUMAN
ENSP00000086933	O15499	GSC2_HUMAN
ENSP00000376823	Q9BWK5	CYREN_HUMAN
ENSP00000499199	A0A0A0MQU4	A0A0A0MQU4_HUMAN
ENSP00000397394	Q9UFG5	CS025_HUMAN
ENSP00000258436	Q8NBP5	S67A2_HUMAN
ENSP00000347583	Q6NUT3	MFS12_HUMAN
ENSP00000436848	Q9BQE6	LBHD1_HUMAN
ENSP00000386895	Q9H5Z6	F124B_HUMAN
ENSP00000323096	Q86WK7	AMGO3_HUMAN
ENSP00000254323	Q9H7M6	ZSWM4_HUMAN
ENSP00000293973	O00634	NET3_HUMAN
ENSP00000415836	Q8N554	ZN276_HUMAN
ENSP00000284382	Q8IU89	CERS3_HUMAN
ENSP00000499375	Q5VZ66	JKIP3_HUMAN
ENSP00000352233	Q6ZN79	Z705A_HUMAN
ENSP00000360642	Q5T0F9	C2D1B_HUMAN
ENSP00000353132	Q8NFW5	DMBX1_HUMAN
ENSP00000259154	Q9Y597	KCTD3_HUMAN
ENSP00000296142	Q9BQQ7	RTP3_HUMAN
ENSP00000380184	Q86UL3	GPAT4_HUMAN
ENSP00000366452	Q9NRS6	SNX15_HUMAN
ENSP00000334379	Q4AC94	C2CD3_HUMAN
ENSP00000362127	Q14872	MTF1_HUMAN
ENSP00000429275	Q96AQ2	TM125_HUMAN
ENSP00000382976	Q8NA19	LMBL4_HUMAN
ENSP00000342501	A6NFX1	MFS2B_HUMAN
ENSP00000267594	Q8N9Y4	F181A_HUMAN
ENSP00000431971	E9PIW9	E9PIW9_HUMAN
ENSP00000437738	Q12872	SFSWA_HUMAN
ENSP00000343348	Q2NL98	VMAC_HUMAN
ENSP00000357603	Q9C0I9	LRC27_HUMAN
ENSP00000234827	Q96MN5	TEAN2_HUMAN
ENSP00000217173	O94941	RNF37_HUMAN
ENSP00000429065	Q9NV88	INT9_HUMAN
ENSP00000380037	Q8N6M3	FITM2_HUMAN
ENSP00000350278	Q8NEW0	ZNT7_HUMAN
ENSP00000334037	Q5UCC4	EMC10_HUMAN
ENSP00000449137	A6NJJ6	CS067_HUMAN
ENSP00000245543	Q9H6L4	ARMC7_HUMAN
ENSP00000357055	Q15121	PEA15_HUMAN
ENSP00000302814	Q5XKR4	OTP_HUMAN
ENSP00000323424	Q9H9L3	I20L2_HUMAN
ENSP00000270066	Q9H0W8	SMG9_HUMAN
ENSP00000300952	Q504T8	MIDN_HUMAN
ENSP00000335628	Q5MJ70	SPDYA_HUMAN
ENSP00000359958	O95218	ZRAB2_HUMAN
ENSP00000404991	A0PK00	T120B_HUMAN
ENSP00000465432	Q9UNZ5	L10K_HUMAN
ENSP00000469958	Q68DY1	ZN626_HUMAN
ENSP00000493267	Q8NHB7	OR5K1_HUMAN
ENSP00000343158	Q9Y2J2	E41L3_HUMAN
ENSP00000418653	Q9NYP8	EPCIP_HUMAN
ENSP00000243045	Q53FV1	ORML2_HUMAN
ENSP00000279791	Q8NGP3	OR5M9_HUMAN
ENSP00000305875	Q8IYI0	SHLD1_HUMAN
ENSP00000245838	Q8NI27	THOC2_HUMAN
ENSP00000325402	Q86VE0	MYPOP_HUMAN
ENSP00000316109	Q8N302	AGGF1_HUMAN
ENSP00000452398	A6NLW8	DUXA_HUMAN
ENSP00000378328	Q86YJ7	AN13B_HUMAN
ENSP00000361272	A0A0A0MRQ7	A0A0A0MRQ7_HUMAN
ENSP00000307741	Q8IZV2	CKLF8_HUMAN
ENSP00000351767	Q9P218	COKA1_HUMAN
ENSP00000432886	Q96LT9	RNPC3_HUMAN
ENSP00000316681	Q9C0D2	CE295_HUMAN
ENSP00000285116	Q96BD8	SKA1_HUMAN
ENSP00000353295	Q5JTY5	ZNG1C_HUMAN
ENSP00000344241	Q9UDW3	ZMAT5_HUMAN
ENSP00000311477	Q8NH19	O10AG_HUMAN
ENSP00000418563	O15042	SR140_HUMAN
ENSP00000258888	Q96L96	ALPK3_HUMAN
ENSP00000342434	Q9UIG0	BAZ1B_HUMAN
ENSP00000488929	A0A0U1RQD2	A0A0U1RQD2_HUMAN
ENSP00000301671	Q8N2G8	GHDC_HUMAN
ENSP00000378312	A4FU69	EFCB5_HUMAN
ENSP00000334040	Q6PCB5	RSBNL_HUMAN
ENSP00000434830	Q7Z2Y5	NRK_HUMAN
ENSP00000298786	Q86V20	SHLD2_HUMAN
ENSP00000366608	Q4V339	ZNG1F_HUMAN
ENSP00000331704	Q5GH77	XKR3_HUMAN
ENSP00000303015	Q15696	U2AFM_HUMAN
ENSP00000318270	Q8N271	PROM2_HUMAN
ENSP00000267485	Q86TY3	ARMD4_HUMAN
ENSP00000423505	G5E9Z5	G5E9Z5_HUMAN
ENSP00000415430	Q9NYZ3	GTSE1_HUMAN
ENSP00000320096	Q8NCA9	ZN784_HUMAN
ENSP00000340271	Q5VWG9	TAF3_HUMAN
ENSP00000313983	Q9BZ95	NSD3_HUMAN
ENSP00000305839	Q7Z2K8	GRIN1_HUMAN
ENSP00000356733	Q5TGP6	MROH9_HUMAN
ENSP00000254579	Q96M86	DNHD1_HUMAN
ENSP00000359942	Q9H511	KLH31_HUMAN
ENSP00000358742	Q86XK3	SFR1_HUMAN
ENSP00000419485	Q8N6F7	GCSAM_HUMAN
ENSP00000371842	Q5RIA9	ZNG1E_HUMAN
ENSP00000340839	Q5HYM0	ZC12B_HUMAN
ENSP00000331944	Q8WTP8	AEN_HUMAN
ENSP00000374387	Q8IYL2	TRM44_HUMAN
ENSP00000261435	Q86UW6	N4BP2_HUMAN
ENSP00000406933	Q9H857	NT5D2_HUMAN
ENSP00000448228	Q86XZ4	SPAS2_HUMAN
ENSP00000466829	K7EN84	K7EN84_HUMAN
ENSP00000370624	Q7Z3K6	MIER3_HUMAN
ENSP00000263257	Q9UNW9	NOVA2_HUMAN
ENSP00000366314	Q9HCF6	TRPM3_HUMAN
ENSP00000358320	Q9BT43	RPC7L_HUMAN
ENSP00000354742	Q96P70	IPO9_HUMAN
ENSP00000368397	A8MSI8	LYRM9_HUMAN
ENSP00000487094	A0A0D9SG24	A0A0D9SG24_HUMAN
ENSP00000284995	Q8NCE0	SEN2_HUMAN
ENSP00000358644	Q7Z5A8	TAFA3_HUMAN
ENSP00000401306	Q5CZC0	FSIP2_HUMAN
ENSP00000361642	Q9HAB8	PPCS_HUMAN
ENSP00000385163	Q12901	ZN155_HUMAN
ENSP00000426964	A6XGL0	YJEN3_HUMAN
ENSP00000233025	Q9Y6A9	SPCS1_HUMAN
ENSP00000340841	Q6ZSS3	ZN621_HUMAN
ENSP00000287202	Q96J87	CELF6_HUMAN
ENSP00000493107	Q8NGA1	OR1M1_HUMAN
ENSP00000432104	Q6P2I7	EBLN2_HUMAN
ENSP00000263092	Q86W50	MET16_HUMAN
ENSP00000354597	O75064	DEN4B_HUMAN
ENSP00000370882	Q9NX40	OCAD1_HUMAN
ENSP00000219315	Q8TBK2	SETD6_HUMAN
ENSP00000296581	P62312	LSM6_HUMAN
ENSP00000452549	E7ENQ6	E7ENQ6_HUMAN
ENSP00000350295	Q0VGE8	ZN816_HUMAN
ENSP00000355241	Q8NA69	SAXO5_HUMAN
ENSP00000258169	Q99547	MPH6_HUMAN
ENSP00000462879	J3KTA2	J3KTA2_HUMAN
ENSP00000385727	O15021	MAST4_HUMAN
ENSP00000400513	Q53R41	FAKD1_HUMAN
ENSP00000473493	Q9BZ81	MAGB5_HUMAN
ENSP00000314901	Q6UXK5	LRRN1_HUMAN
ENSP00000355166	Q5BKY1	LRC10_HUMAN
ENSP00000330631	Q86UN2	R4RL1_HUMAN
ENSP00000365963	O60927	PP1RB_HUMAN
ENSP00000319222	Q7Z2F6	KRBD5_HUMAN
ENSP00000383301	Q16587	ZNF74_HUMAN
ENSP00000370936	O75461	E2F6_HUMAN
ENSP00000331681	Q14129	DGCR6_HUMAN
ENSP00000246529	Q9BTN0	LRFN3_HUMAN
ENSP00000334148	Q64LD2	WDR25_HUMAN
ENSP00000498616	Q01538	MYT1_HUMAN
ENSP00000499205	A0A494BZU2	A0A494BZU2_HUMAN
ENSP00000303252	Q7Z570	Z804A_HUMAN
ENSP00000298288	Q96L50	LLR1_HUMAN
ENSP00000339090	Q9Y388	RBMX2_HUMAN
ENSP00000327545	O95502	NPTXR_HUMAN
ENSP00000327545	A0A1X7SBT7	A0A1X7SBT7_HUMAN
ENSP00000493353	Q96R47	O2A14_HUMAN
ENSP00000312535	Q6PJG9	LRFN4_HUMAN
ENSP00000380692	Q6ZMT4	KDM7A_HUMAN
ENSP00000462269	Q96MN9	ZN488_HUMAN
ENSP00000490829	W5XKT8	SACA6_HUMAN
ENSP00000288228	Q8TBF8	FA81A_HUMAN
ENSP00000416193	O15547	P2RX6_HUMAN
ENSP00000492986	Q8NGF3	O51D1_HUMAN
ENSP00000304923	Q86X40	LRC28_HUMAN
ENSP00000273541	Q9ULR0	ISY1_HUMAN
ENSP00000382474	Q6P5X5	CV039_HUMAN
ENSP00000363275	Q8N456	LRC18_HUMAN
ENSP00000357682	Q8TC84	FANK1_HUMAN
ENSP00000379241	Q9BYS8	LRRC2_HUMAN
ENSP00000339764	Q9NQV8	PRDM8_HUMAN
ENSP00000327611	Q9HB15	KCNKC_HUMAN
ENSP00000236273	O95926	SYF2_HUMAN
ENSP00000369728	Q8NH60	O52J3_HUMAN
ENSP00000319341	Q969L4	LSM10_HUMAN
ENSP00000295628	Q96CX6	LRC58_HUMAN
ENSP00000367315	A6NIK2	LR10B_HUMAN
ENSP00000341680	Q96EV8	DTBP1_HUMAN
ENSP00000399751	Q96II8	LRCH3_HUMAN
ENSP00000326817	Q8N9N7	LRC57_HUMAN
ENSP00000371693	Q9NS68	TNR19_HUMAN
ENSP00000477648	P0DP58	LYNX1_HUMAN
ENSP00000469337	Q05C16	LRC63_HUMAN
ENSP00000376572	Q9H0X6	RN208_HUMAN
ENSP00000364847	Q9Y5V3	MAGD1_HUMAN
ENSP00000367991	Q92599	SEPT8_HUMAN
ENSP00000384716	Q9ULC8	ZDHC8_HUMAN
ENSP00000491663	A0A1W2PQC6	S72L4_HUMAN
ENSP00000366901	Q8WUB2	F216A_HUMAN
ENSP00000495128	O76094	SRP72_HUMAN
ENSP00000360116	Q5VVX9	UBE2U_HUMAN
ENSP00000311218	Q5SVJ3	SMIP3_HUMAN
ENSP00000431162	Q9Y6B2	EID1_HUMAN
ENSP00000484492	Q8N0T1	RBIS_HUMAN
ENSP00000496019	C9JDG7	C9JDG7_HUMAN
ENSP00000419834	H7C5G6	H7C5G6_HUMAN
ENSP00000260247	Q9BTE7	DCNL5_HUMAN
ENSP00000342974	Q3KP31	ZN791_HUMAN
ENSP00000354377	P17032	ZN37A_HUMAN
ENSP00000492512	A0A1W2PR75	S72L6_HUMAN
ENSP00000424870	P09132	SRP19_HUMAN
ENSP00000463013	O95190	OAZ2_HUMAN
ENSP00000312066	Q9UHB9	SRP68_HUMAN
ENSP00000389014	A0A7I2XYG4	A0A7I2XYG4_HUMAN
ENSP00000392678	Q9H9L7	AKIR1_HUMAN
ENSP00000419628	Q9UKK9	NUDT5_HUMAN
ENSP00000405674	Q9UMY1	UTP16_HUMAN
ENSP00000296955	Q8N8Z6	DCBD1_HUMAN
ENSP00000296051	Q969F9	HPS3_HUMAN
ENSP00000410198	Q7Z7L9	ZSCA2_HUMAN
ENSP00000258416	O60573	IF4E2_HUMAN
ENSP00000296358	Q7RTM1	OTOP1_HUMAN
ENSP00000295702	P43308	SSRB_HUMAN
ENSP00000315602	P32297	ACHA3_HUMAN
ENSP00000261721	Q9H0C5	BTBD1_HUMAN
ENSP00000476480	X6RM59	X6RM59_HUMAN
ENSP00000369292	Q5K651	SAMD9_HUMAN
ENSP00000310472	Q9P2J8	ZN624_HUMAN
ENSP00000359321	Q9Y483	MTF2_HUMAN
ENSP00000357679	Q9Y3Y2	CHTOP_HUMAN
ENSP00000325398	Q9Y3C4	TPRKB_HUMAN
ENSP00000392353	Q5JS54	PSMG4_HUMAN
ENSP00000490086	A0A1B0GUF5	A0A1B0GUF5_HUMAN
ENSP00000342331	Q96B45	BORC7_HUMAN
ENSP00000491768	A0A1W2PQJ5	S72L3_HUMAN
ENSP00000351740	Q8IWE2	NXP20_HUMAN
ENSP00000295682	Q8N6L1	KTAP2_HUMAN
ENSP00000263401	Q9P000	COMD9_HUMAN
ENSP00000491894	A0A1W2PQ27	S72L1_HUMAN
ENSP00000295006	P17655	CAN2_HUMAN
ENSP00000344166	I3L0A0	I3L0A0_HUMAN
ENSP00000385684	Q15034	HERC3_HUMAN
ENSP00000491669	A0A1W2PQD8	S72L2_HUMAN
ENSP00000490097	A0A1B0GVZ2	F240B_HUMAN
ENSP00000363339	Q5T124	UBX11_HUMAN
ENSP00000389111	F2Z333	FND10_HUMAN
ENSP00000391249	Q9UHD8	SEPT9_HUMAN
ENSP00000302160	P62310	LSM3_HUMAN
ENSP00000222402	Q9Y2X8	UB2D4_HUMAN
ENSP00000412673	P24046	GBRR1_HUMAN
ENSP00000337632	P82979	SARNP_HUMAN
ENSP00000216252	Q7RTV0	PHF5A_HUMAN
ENSP00000491949	A0A1W2PQ64	S72L5_HUMAN
ENSP00000363322	Q8NHZ8	CDC26_HUMAN
ENSP00000426167	Q9NRP0	OSTC_HUMAN
ENSP00000379401	A1E959	ODAM_HUMAN
ENSP00000380174	Q8IWY8	ZSC29_HUMAN
ENSP00000491507	Q86VV8	RTTN_HUMAN
ENSP00000281950	Q8WXD5	GEMI6_HUMAN
ENSP00000262460	Q14691	PSF1_HUMAN
ENSP00000283357	Q96LP2	FA81B_HUMAN
ENSP00000304229	P49773	HINT1_HUMAN
ENSP00000438204	Q8N4H5	TOM5_HUMAN
ENSP00000216294	Q16533	SNPC1_HUMAN
ENSP00000392767	Q99584	S10AD_HUMAN
ENSP00000300035	Q15004	PAF15_HUMAN
ENSP00000378399	Q96FK6	WDR89_HUMAN
ENSP00000282058	Q96CS2	HAUS1_HUMAN
ENSP00000370288	Q9BVL4	SELO_HUMAN
ENSP00000422375	Q96DE0	NUD16_HUMAN
ENSP00000307461	Q9UPX6	MNAR1_HUMAN
ENSP00000493222	Q9NZP2	OR6C2_HUMAN
ENSP00000279024	Q5JYT7	K1755_HUMAN
ENSP00000496731	Q96JX3	SRAC1_HUMAN
ENSP00000463752	Q8N144	CXD3_HUMAN
ENSP00000300209	Q96AZ1	EFMT3_HUMAN
ENSP00000340329	Q14444	CAPR1_HUMAN
ENSP00000460825	Q658N2	WSCD1_HUMAN
ENSP00000310110	Q5JRV8	T255A_HUMAN
ENSP00000352513	O95297	MPZL1_HUMAN
ENSP00000410943	Q9UJ04	TSYL4_HUMAN
ENSP00000269127	Q86WR6	CHCT1_HUMAN
ENSP00000387298	A1L162	ERIC2_HUMAN
ENSP00000300619	Q05481	ZNF91_HUMAN
ENSP00000295910	Q7L0X2	ERIP6_HUMAN
ENSP00000435790	E9PIL2	E9PIL2_HUMAN
ENSP00000393128	Q86UP9	LHPL3_HUMAN
ENSP00000412215	Q96LM5	SMIP2_HUMAN
ENSP00000352268	Q5VUY0	ADCL3_HUMAN
ENSP00000320924	Q8TF74	WIPF2_HUMAN
ENSP00000358016	Q8N228	SCML4_HUMAN
ENSP00000264400	Q0VAM2	RGF1B_HUMAN
ENSP00000464167	J3QRE1	J3QRE1_HUMAN
ENSP00000448536	Q8TAD7	OCC1_HUMAN
ENSP00000352444	Q06732	ZN33B_HUMAN
ENSP00000261336	P20742	PZP_HUMAN
ENSP00000377747	O14647	CHD2_HUMAN
ENSP00000359119	Q9UPE1	SRPK3_HUMAN
ENSP00000451406	O14756	H17B6_HUMAN
ENSP00000311273	Q8WXX0	DYH7_HUMAN
ENSP00000359198	Q9H3Y8	PPDPF_HUMAN
ENSP00000175238	Q9H2U9	ADAM7_HUMAN
ENSP00000456850	P0DJG4	SMA2L_HUMAN
ENSP00000323355	Q17R55	F187B_HUMAN
ENSP00000420256	Q14093	CYLC2_HUMAN
ENSP00000481316	A0A087WXU7	A0A087WXU7_HUMAN
ENSP00000375248	Q7RTU4	BHA09_HUMAN
ENSP00000283025	Q96M29	TEKT5_HUMAN
ENSP00000478290	P0DJJ0	SRG2C_HUMAN
ENSP00000288065	Q5T9G4	ARM12_HUMAN
ENSP00000360560	Q5JU00	DRC5_HUMAN
ENSP00000427177	Q6UYE1	LEU7_HUMAN
ENSP00000305596	Q8TC56	GAR3_HUMAN
ENSP00000419160	Q537H7	SPT45_HUMAN
ENSP00000374490	Q9UFH2	DYH17_HUMAN
ENSP00000366645	Q9UJQ7	SCP2D_HUMAN
ENSP00000355719	A1L453	PRS38_HUMAN
ENSP00000356536	Q5T9Z0	TEDM1_HUMAN
ENSP00000304762	Q96QH8	LYZL5_HUMAN
ENSP00000409937	Q53TS8	CTSRT_HUMAN
ENSP00000268231	Q8IYM1	SEP12_HUMAN
ENSP00000361855	Q02383	SEMG2_HUMAN
ENSP00000471604	Q9BXU3	TX13A_HUMAN
ENSP00000357238	Q96A04	TSACC_HUMAN
ENSP00000499467	A0A590UJK7	A0A590UJK7_HUMAN
ENSP00000498797	A0A494C103	SPADH_HUMAN
ENSP00000358407	Q9UKF2	ADA30_HUMAN
ENSP00000386133	Q8N7R1	P1L12_HUMAN
ENSP00000340660	Q96BH3	ESPB1_HUMAN
ENSP00000341762	Q075Z2	BSPH1_HUMAN
ENSP00000334996	Q13939	CALI_HUMAN
ENSP00000365200	Q5JUR7	TEX30_HUMAN
ENSP00000373575	Q5TEZ5	CF163_HUMAN
ENSP00000369371	Q9NQ60	EQTN_HUMAN
ENSP00000253079	Q6P9F0	CCD62_HUMAN
ENSP00000253144	Q9NQX6	ZN331_HUMAN
ENSP00000478910	A0AAG2SV82	A0AAG2SV82_HUMAN
ENSP00000312554	Q6ZR08	DYH12_HUMAN
ENSP00000305847	Q96QH8	LYZL5_HUMAN
ENSP00000357922	Q9BUN1	MENT_HUMAN
ENSP00000384670	Q9ULL0	K1210_HUMAN
ENSP00000319141	Q53TN4	CYBR1_HUMAN
ENSP00000498512	A0A494C0E3	A0A494C0E3_HUMAN
ENSP00000367157	A6NJW4	LRR3C_HUMAN
ENSP00000472710	M0R2P5	M0R2P5_HUMAN
ENSP00000277526	A0AAA9WZE8	A0AAA9WZE8_HUMAN
ENSP00000361867	P04279	SEMG1_HUMAN
ENSP00000305906	Q5T230	UTF1_HUMAN
ENSP00000426271	Q9BZX4	ROP1B_HUMAN
ENSP00000158009	Q8TC99	FNDC8_HUMAN
ENSP00000340212	A6NGA9	TM202_HUMAN
ENSP00000430711	P34981	TRFR_HUMAN
ENSP00000340887	Q569G3	CE047_HUMAN
ENSP00000280236	Q8NA03	FSIP1_HUMAN
ENSP00000347486	Q6PF18	MORN3_HUMAN
ENSP00000403453	Q5BJF6	ODFP2_HUMAN
ENSP00000359600	Q9ULJ1	ODF2L_HUMAN
ENSP00000336914	Q5JSP0	FGD3_HUMAN
ENSP00000265404	Q9ULZ2	STAP1_HUMAN
ENSP00000284288	Q96QZ0	PANX3_HUMAN
ENSP00000468720	O75346	ZN253_HUMAN
ENSP00000368245	Q9HAI6	TASL_HUMAN
ENSP00000400482	Q96MX0	CKLF3_HUMAN
ENSP00000264057	Q16760	DGKD_HUMAN
ENSP00000472959	Q6ZMV8	ZN730_HUMAN
ENSP00000443654	Q8IV04	TB10C_HUMAN
ENSP00000437409	Q8TC17	GRAPL_HUMAN
ENSP00000364277	P98174	FGD1_HUMAN
ENSP00000300870	Q14586	ZN267_HUMAN
ENSP00000478345	A0A087WU35	A0A087WU35_HUMAN
ENSP00000483720	A0A0B4J2G0	A0A0B4J2G0_HUMAN
ENSP00000442224	F5H7W8	F5H7W8_HUMAN
ENSP00000378295	Q9NQS7	INCE_HUMAN
ENSP00000456401	A6NMD2	GOG8J_HUMAN
ENSP00000308578	Q8TF32	ZN431_HUMAN
ENSP00000366936	Q15464	SHB_HUMAN
ENSP00000370889	Q8IV53	DEN1C_HUMAN
ENSP00000393719	Q6ZS10	CL17A_HUMAN
ENSP00000406201	Q9HCG1	ZN160_HUMAN
ENSP00000490139	A0A1B0GUJ8	PNM8C_HUMAN
ENSP00000309330	Q8NEM1	ZN680_HUMAN
ENSP00000405218	Q96SE7	ZN347_HUMAN
ENSP00000482801	Q7Z6M3	MILR1_HUMAN
ENSP00000326706	Q8TD55	PKHO2_HUMAN
ENSP00000165524	P81277	PRRP_HUMAN
ENSP00000258042	P28336	NMBR_HUMAN
ENSP00000376410	Q27J81	INF2_HUMAN
